,Variable1,Variable2,ADF Statistic
1255,Group_1_Coint_7,Group_1_Coint_3,-1.4744517519587195
1256,Group_1_Coint_3,Group_1_Coint_8,-1.9147985649792496
1257,Group_1_Coint_8,Group_1_Coint_3,-1.9147985649792496
1258,Group_1_Coint_3,Group_1_Coint_9,-1.957907981015245
1259,Group_1_Coint_9,Group_1_Coint_3,-1.957907981015245
1260,Group_1_Coint_3,Group_2_Coint_0,-2.1636612657012595
1261,Group_2_Coint_0,Group_1_Coint_3,-2.1636612657012595
1262,Group_1_Coint_3,Group_2_Coint_1,-2.153607430287007
1263,Group_2_Coint_1,Group_1_Coint_3,-2.153607430287007
1264,Group_1_Coint_3,Group_2_Coint_2,-2.154120350912644
1265,Group_2_Coint_2,Group_1_Coint_3,-2.154120350912644
1266,Group_1_Coint_3,Group_2_Coint_3,-2.159586776595106
1267,Group_2_Coint_3,Group_1_Coint_3,-2.159586776595106
1268,Group_1_Coint_3,Group_2_Coint_4,-2.215042095236337
1269,Group_2_Coint_4,Group_1_Coint_3,-2.215042095236337
1270,Group_1_Coint_3,Group_2_Coint_5,-2.1564309469060277
1271,Group_2_Coint_5,Group_1_Coint_3,-2.1564309469060277
1272,Group_1_Coint_3,Group_2_Coint_6,-2.155718739214546
1273,Group_2_Coint_6,Group_1_Coint_3,-2.155718739214546
1274,Group_1_Coint_3,Group_2_Coint_7,-2.16063870133013
1275,Group_2_Coint_7,Group_1_Coint_3,-2.16063870133013
1276,Group_1_Coint_3,Group_2_Coint_8,-2.1545105510811577
1277,Group_2_Coint_8,Group_1_Coint_3,-2.1545105510811577
1278,Group_1_Coint_3,Group_2_Coint_9,-2.3145069297358134
1279,Group_2_Coint_9,Group_1_Coint_3,-2.3145069297358134
1280,Group_1_Coint_3,Group_3_Coint_0,-3.0039891136301358
1281,Group_3_Coint_0,Group_1_Coint_3,-3.0039891136301358
1282,Group_1_Coint_3,Group_3_Coint_1,-2.992406977943169
1283,Group_3_Coint_1,Group_1_Coint_3,-2.992406977943169
1284,Group_1_Coint_3,Group_3_Coint_2,-3.0770573909789123
1285,Group_3_Coint_2,Group_1_Coint_3,-3.0770573909789123
1286,Group_1_Coint_3,Group_3_Coint_3,-3.008492365772627
1287,Group_3_Coint_3,Group_1_Coint_3,-3.008492365772627
1288,Group_1_Coint_3,Group_3_Coint_4,-3.0322332515506507
1289,Group_3_Coint_4,Group_1_Coint_3,-3.0322332515506507
1290,Group_1_Coint_3,Group_3_Coint_5,-3.0933583024231015
1291,Group_3_Coint_5,Group_1_Coint_3,-3.0933583024231015
1292,Group_1_Coint_3,Group_3_Coint_6,-3.0774031895164446
1293,Group_3_Coint_6,Group_1_Coint_3,-3.0774031895164446
1294,Group_1_Coint_3,Group_3_Coint_7,-3.1118462308735197
1295,Group_3_Coint_7,Group_1_Coint_3,-3.1118462308735197
1296,Group_1_Coint_3,Group_3_Coint_8,-3.050105004764579
1297,Group_3_Coint_8,Group_1_Coint_3,-3.050105004764579
1298,Group_1_Coint_3,Group_3_Coint_9,-3.0384539091768596
1299,Group_3_Coint_9,Group_1_Coint_3,-3.0384539091768596
1300,Group_1_Coint_3,Group_4_Coint_0,-2.2747067716050893
1301,Group_4_Coint_0,Group_1_Coint_3,-2.2747067716050893
1302,Group_1_Coint_3,Group_4_Coint_1,-2.301176436551018
1303,Group_4_Coint_1,Group_1_Coint_3,-2.301176436551018
1304,Group_1_Coint_3,Group_4_Coint_2,-2.2737598123204137
1305,Group_4_Coint_2,Group_1_Coint_3,-2.2737598123204137
1306,Group_1_Coint_3,Group_4_Coint_3,-2.2933949519711
1307,Group_4_Coint_3,Group_1_Coint_3,-2.2933949519711
1308,Group_1_Coint_3,Group_4_Coint_4,-2.2756087179973967
1309,Group_4_Coint_4,Group_1_Coint_3,-2.2756087179973967
1310,Group_1_Coint_3,Group_4_Coint_5,-2.3119827067430148
1311,Group_4_Coint_5,Group_1_Coint_3,-2.3119827067430148
1312,Group_1_Coint_3,Group_4_Coint_6,-2.2707484940632026
1313,Group_4_Coint_6,Group_1_Coint_3,-2.2707484940632026
1314,Group_1_Coint_3,Group_4_Coint_7,-2.3130847279287607
1315,Group_4_Coint_7,Group_1_Coint_3,-2.3130847279287607
1316,Group_1_Coint_3,Group_4_Coint_8,-2.2932312585514705
1317,Group_4_Coint_8,Group_1_Coint_3,-2.2932312585514705
1318,Group_1_Coint_3,Group_4_Coint_9,-2.2998232435751365
1319,Group_4_Coint_9,Group_1_Coint_3,-2.2998232435751365
1320,Group_1_Coint_3,Indep_0,-2.389328308130035
1321,Indep_0,Group_1_Coint_3,-2.389328308130035
1322,Group_1_Coint_3,Indep_1,-2.5832259684169836
1323,Indep_1,Group_1_Coint_3,-2.5832259684169836
1324,Group_1_Coint_3,Indep_2,-2.278127199658694
1325,Indep_2,Group_1_Coint_3,-2.278127199658694
1326,Group_1_Coint_3,Indep_3,-2.453818685617884
1327,Indep_3,Group_1_Coint_3,-2.453818685617884
1328,Group_1_Coint_3,Indep_4,-2.111269161539782
1329,Indep_4,Group_1_Coint_3,-2.111269161539782
1330,Group_1_Coint_4,Group_1_Coint_5,-2.668002738152131
1331,Group_1_Coint_5,Group_1_Coint_4,-2.668002738152131
1332,Group_1_Coint_4,Group_1_Coint_6,-2.19358220169524
1333,Group_1_Coint_6,Group_1_Coint_4,-2.19358220169524
1334,Group_1_Coint_4,Group_1_Coint_7,-1.91792267965921
1335,Group_1_Coint_7,Group_1_Coint_4,-1.91792267965921
1336,Group_1_Coint_4,Group_1_Coint_8,-2.594166241217131
1337,Group_1_Coint_8,Group_1_Coint_4,-2.594166241217131
1338,Group_1_Coint_4,Group_1_Coint_9,-2.4724757727998994
1339,Group_1_Coint_9,Group_1_Coint_4,-2.4724757727998994
1340,Group_1_Coint_4,Group_2_Coint_0,-2.2383909968142164
1341,Group_2_Coint_0,Group_1_Coint_4,-2.2383909968142164
1342,Group_1_Coint_4,Group_2_Coint_1,-2.219138847150932
1343,Group_2_Coint_1,Group_1_Coint_4,-2.219138847150932
1344,Group_1_Coint_4,Group_2_Coint_2,-2.21885600222814
1345,Group_2_Coint_2,Group_1_Coint_4,-2.21885600222814
1346,Group_1_Coint_4,Group_2_Coint_3,-2.2316375966144393
1347,Group_2_Coint_3,Group_1_Coint_4,-2.2316375966144393
1348,Group_1_Coint_4,Group_2_Coint_4,-2.304935432439726
1349,Group_2_Coint_4,Group_1_Coint_4,-2.304935432439726
1350,Group_1_Coint_4,Group_2_Coint_5,-2.2257525182007227
1351,Group_2_Coint_5,Group_1_Coint_4,-2.2257525182007227
1352,Group_1_Coint_4,Group_2_Coint_6,-2.2242276884184067
1353,Group_2_Coint_6,Group_1_Coint_4,-2.2242276884184067
1354,Group_1_Coint_4,Group_2_Coint_7,-2.234169442799169
1355,Group_2_Coint_7,Group_1_Coint_4,-2.234169442799169
1356,Group_1_Coint_4,Group_2_Coint_8,-2.221784404824337
1357,Group_2_Coint_8,Group_1_Coint_4,-2.221784404824337
1358,Group_1_Coint_4,Group_2_Coint_9,-2.380603151087462
1359,Group_2_Coint_9,Group_1_Coint_4,-2.380603151087462
1360,Group_1_Coint_4,Group_3_Coint_0,-3.0021001172795474
1361,Group_3_Coint_0,Group_1_Coint_4,-3.0021001172795474
1362,Group_1_Coint_4,Group_3_Coint_1,-2.991076359368681
1363,Group_3_Coint_1,Group_1_Coint_4,-2.991076359368681
1364,Group_1_Coint_4,Group_3_Coint_2,-3.069788119776374
1365,Group_3_Coint_2,Group_1_Coint_4,-3.069788119776374
1366,Group_1_Coint_4,Group_3_Coint_3,-3.00870353958308
1367,Group_3_Coint_3,Group_1_Coint_4,-3.00870353958308
1368,Group_1_Coint_4,Group_3_Coint_4,-3.032369225894353
1369,Group_3_Coint_4,Group_1_Coint_4,-3.032369225894353
1370,Group_1_Coint_4,Group_3_Coint_5,-3.086896175832155
1371,Group_3_Coint_5,Group_1_Coint_4,-3.086896175832155
1372,Group_1_Coint_4,Group_3_Coint_6,-3.072132956841145
1373,Group_3_Coint_6,Group_1_Coint_4,-3.072132956841145
1374,Group_1_Coint_4,Group_3_Coint_7,-3.117694340665006
1375,Group_3_Coint_7,Group_1_Coint_4,-3.117694340665006
1376,Group_1_Coint_4,Group_3_Coint_8,-3.05202755916916
1377,Group_3_Coint_8,Group_1_Coint_4,-3.05202755916916
1378,Group_1_Coint_4,Group_3_Coint_9,-3.020338949196994
1379,Group_3_Coint_9,Group_1_Coint_4,-3.020338949196994
1380,Group_1_Coint_4,Group_4_Coint_0,-2.409603736315825
1381,Group_4_Coint_0,Group_1_Coint_4,-2.409603736315825
1382,Group_1_Coint_4,Group_4_Coint_1,-2.4379461704862764
1383,Group_4_Coint_1,Group_1_Coint_4,-2.4379461704862764
1384,Group_1_Coint_4,Group_4_Coint_2,-2.4083234803174944
1385,Group_4_Coint_2,Group_1_Coint_4,-2.4083234803174944
1386,Group_1_Coint_4,Group_4_Coint_3,-2.428194490037885
1387,Group_4_Coint_3,Group_1_Coint_4,-2.428194490037885
1388,Group_1_Coint_4,Group_4_Coint_4,-2.4108516717122708
1389,Group_4_Coint_4,Group_1_Coint_4,-2.4108516717122708
1390,Group_1_Coint_4,Group_4_Coint_5,-2.4483997998831692
1391,Group_4_Coint_5,Group_1_Coint_4,-2.4483997998831692
1392,Group_1_Coint_4,Group_4_Coint_6,-2.405451606766719
1393,Group_4_Coint_6,Group_1_Coint_4,-2.405451606766719
1394,Group_1_Coint_4,Group_4_Coint_7,-2.449457449466479
1395,Group_4_Coint_7,Group_1_Coint_4,-2.449457449466479
1396,Group_1_Coint_4,Group_4_Coint_8,-2.429380734376661
1397,Group_4_Coint_8,Group_1_Coint_4,-2.429380734376661
1398,Group_1_Coint_4,Group_4_Coint_9,-2.4347265836405256
1399,Group_4_Coint_9,Group_1_Coint_4,-2.4347265836405256
1400,Group_1_Coint_4,Indep_0,-2.461920501006159
1401,Indep_0,Group_1_Coint_4,-2.461920501006159
1402,Group_1_Coint_4,Indep_1,-2.716414750596555
1403,Indep_1,Group_1_Coint_4,-2.716414750596555
1404,Group_1_Coint_4,Indep_2,-2.550997882487556
1405,Indep_2,Group_1_Coint_4,-2.550997882487556
1406,Group_1_Coint_4,Indep_3,-2.544361492454159
1407,Indep_3,Group_1_Coint_4,-2.544361492454159
1408,Group_1_Coint_4,Indep_4,-2.177697978829937
1409,Indep_4,Group_1_Coint_4,-2.177697978829937
1410,Group_1_Coint_5,Group_1_Coint_6,-1.2029992879586644
1411,Group_1_Coint_6,Group_1_Coint_5,-1.2029992879586644
1412,Group_1_Coint_5,Group_1_Coint_7,-1.9214770082790937
1413,Group_1_Coint_7,Group_1_Coint_5,-1.9214770082790937
1414,Group_1_Coint_5,Group_1_Coint_8,-1.3780449356768136
1415,Group_1_Coint_8,Group_1_Coint_5,-1.3780449356768136
1416,Group_1_Coint_5,Group_1_Coint_9,-2.502834406452851
1417,Group_1_Coint_9,Group_1_Coint_5,-2.502834406452851
1418,Group_1_Coint_5,Group_2_Coint_0,-2.1332986556884244
1419,Group_2_Coint_0,Group_1_Coint_5,-2.1332986556884244
1420,Group_1_Coint_5,Group_2_Coint_1,-2.108598759156249
1421,Group_2_Coint_1,Group_1_Coint_5,-2.108598759156249
1422,Group_1_Coint_5,Group_2_Coint_2,-2.109284137179656
1423,Group_2_Coint_2,Group_1_Coint_5,-2.109284137179656
1424,Group_1_Coint_5,Group_2_Coint_3,-2.122546580108631
1425,Group_2_Coint_3,Group_1_Coint_5,-2.122546580108631
1426,Group_1_Coint_5,Group_2_Coint_4,-2.2070624059644453
1427,Group_2_Coint_4,Group_1_Coint_5,-2.2070624059644453
1428,Group_1_Coint_5,Group_2_Coint_5,-2.1173618434578487
1429,Group_2_Coint_5,Group_1_Coint_5,-2.1173618434578487
1430,Group_1_Coint_5,Group_2_Coint_6,-2.115247442933762
1431,Group_2_Coint_6,Group_1_Coint_5,-2.115247442933762
1432,Group_1_Coint_5,Group_2_Coint_7,-2.12652312869009
1433,Group_2_Coint_7,Group_1_Coint_5,-2.12652312869009
1434,Group_1_Coint_5,Group_2_Coint_8,-2.11276004712318
1435,Group_2_Coint_8,Group_1_Coint_5,-2.11276004712318
1436,Group_1_Coint_5,Group_2_Coint_9,-2.1068327385581527
1437,Group_2_Coint_9,Group_1_Coint_5,-2.1068327385581527
1438,Group_1_Coint_5,Group_3_Coint_0,-2.8813404296684797
1439,Group_3_Coint_0,Group_1_Coint_5,-2.8813404296684797
1440,Group_1_Coint_5,Group_3_Coint_1,-2.8754043052656146
1441,Group_3_Coint_1,Group_1_Coint_5,-2.8754043052656146
1442,Group_1_Coint_5,Group_3_Coint_2,-2.9643909468722076
1443,Group_3_Coint_2,Group_1_Coint_5,-2.9643909468722076
1444,Group_1_Coint_5,Group_3_Coint_3,-2.8874517227785823
1445,Group_3_Coint_3,Group_1_Coint_5,-2.8874517227785823
1446,Group_1_Coint_5,Group_3_Coint_4,-2.924179904429895
1447,Group_3_Coint_4,Group_1_Coint_5,-2.924179904429895
1448,Group_1_Coint_5,Group_3_Coint_5,-2.9781599700153585
1449,Group_3_Coint_5,Group_1_Coint_5,-2.9781599700153585
1450,Group_1_Coint_5,Group_3_Coint_6,-2.9671324191593245
1451,Group_3_Coint_6,Group_1_Coint_5,-2.9671324191593245
1452,Group_1_Coint_5,Group_3_Coint_7,-3.029551411317416
1453,Group_3_Coint_7,Group_1_Coint_5,-3.029551411317416
1454,Group_1_Coint_5,Group_3_Coint_8,-2.956696088845264
1455,Group_3_Coint_8,Group_1_Coint_5,-2.956696088845264
1456,Group_1_Coint_5,Group_3_Coint_9,-2.8948412727094754
1457,Group_3_Coint_9,Group_1_Coint_5,-2.8948412727094754
1458,Group_1_Coint_5,Group_4_Coint_0,-2.306674726762463
1459,Group_4_Coint_0,Group_1_Coint_5,-2.306674726762463
1460,Group_1_Coint_5,Group_4_Coint_1,-2.33777073710836
1461,Group_4_Coint_1,Group_1_Coint_5,-2.33777073710836
1462,Group_1_Coint_5,Group_4_Coint_2,-2.30546144822325
1463,Group_4_Coint_2,Group_1_Coint_5,-2.30546144822325
1464,Group_1_Coint_5,Group_4_Coint_3,-2.3268449242021907
1465,Group_4_Coint_3,Group_1_Coint_5,-2.3268449242021907
1466,Group_1_Coint_5,Group_4_Coint_4,-2.307646631898193
1467,Group_4_Coint_4,Group_1_Coint_5,-2.307646631898193
1468,Group_1_Coint_5,Group_4_Coint_5,-2.3485560849602973
1469,Group_4_Coint_5,Group_1_Coint_5,-2.3485560849602973
1470,Group_1_Coint_5,Group_4_Coint_6,-2.3008634052305865
1471,Group_4_Coint_6,Group_1_Coint_5,-2.3008634052305865
1472,Group_1_Coint_5,Group_4_Coint_7,-2.3521418696747403
1473,Group_4_Coint_7,Group_1_Coint_5,-2.3521418696747403
1474,Group_1_Coint_5,Group_4_Coint_8,-2.328670734660756
1475,Group_4_Coint_8,Group_1_Coint_5,-2.328670734660756
1476,Group_1_Coint_5,Group_4_Coint_9,-2.3345052376406574
1477,Group_4_Coint_9,Group_1_Coint_5,-2.3345052376406574
1478,Group_1_Coint_5,Indep_0,-2.400483457470685
1479,Indep_0,Group_1_Coint_5,-2.400483457470685
1480,Group_1_Coint_5,Indep_1,-2.6898840493913707
1481,Indep_1,Group_1_Coint_5,-2.6898840493913707
1482,Group_1_Coint_5,Indep_2,-2.3105498523804804
1483,Indep_2,Group_1_Coint_5,-2.3105498523804804
1484,Group_1_Coint_5,Indep_3,-2.4093658094837456
1485,Indep_3,Group_1_Coint_5,-2.4093658094837456
1486,Group_1_Coint_5,Indep_4,-2.0599615691484843
1487,Indep_4,Group_1_Coint_5,-2.0599615691484843
1488,Group_1_Coint_6,Group_1_Coint_7,-1.1741825414567264
1489,Group_1_Coint_7,Group_1_Coint_6,-1.1741825414567264
1490,Group_1_Coint_6,Group_1_Coint_8,-1.9315757348059375
1491,Group_1_Coint_8,Group_1_Coint_6,-1.9315757348059375
1492,Group_1_Coint_6,Group_1_Coint_9,-1.1064111418632365
1493,Group_1_Coint_9,Group_1_Coint_6,-1.1064111418632365
1494,Group_1_Coint_6,Group_2_Coint_0,-2.1872039595589485
1495,Group_2_Coint_0,Group_1_Coint_6,-2.1872039595589485
1496,Group_1_Coint_6,Group_2_Coint_1,-2.1782564122173937
1497,Group_2_Coint_1,Group_1_Coint_6,-2.1782564122173937
1498,Group_1_Coint_6,Group_2_Coint_2,-2.178688185498698
1499,Group_2_Coint_2,Group_1_Coint_6,-2.178688185498698
1500,Group_1_Coint_6,Group_2_Coint_3,-2.1837481453631904
1501,Group_2_Coint_3,Group_1_Coint_6,-2.1837481453631904
1502,Group_1_Coint_6,Group_2_Coint_4,-2.2368258781110097
1503,Group_2_Coint_4,Group_1_Coint_6,-2.2368258781110097
1504,Group_1_Coint_6,Group_2_Coint_5,-2.1806218561804673
1505,Group_2_Coint_5,Group_1_Coint_6,-2.1806218561804673
1506,Group_1_Coint_6,Group_2_Coint_6,-2.17985249576969
1507,Group_2_Coint_6,Group_1_Coint_6,-2.17985249576969
1508,Group_1_Coint_6,Group_2_Coint_7,-2.1847394391328296
1509,Group_2_Coint_7,Group_1_Coint_6,-2.1847394391328296
1510,Group_1_Coint_6,Group_2_Coint_8,-2.178844295774038
1511,Group_2_Coint_8,Group_1_Coint_6,-2.178844295774038
1512,Group_1_Coint_6,Group_2_Coint_9,-2.1810977696681793
1513,Group_2_Coint_9,Group_1_Coint_6,-2.1810977696681793
1514,Group_1_Coint_6,Group_3_Coint_0,-3.038078917653339
1515,Group_3_Coint_0,Group_1_Coint_6,-3.038078917653339
1516,Group_1_Coint_6,Group_3_Coint_1,-3.0257161530807086
1517,Group_3_Coint_1,Group_1_Coint_6,-3.0257161530807086
1518,Group_1_Coint_6,Group_3_Coint_2,-3.1057423027428133
1519,Group_3_Coint_2,Group_1_Coint_6,-3.1057423027428133
1520,Group_1_Coint_6,Group_3_Coint_3,-3.045032882859525
1521,Group_3_Coint_3,Group_1_Coint_6,-3.045032882859525
1522,Group_1_Coint_6,Group_3_Coint_4,-3.063329664260761
1523,Group_3_Coint_4,Group_1_Coint_6,-3.063329664260761
1524,Group_1_Coint_6,Group_3_Coint_5,-3.125649591466434
1525,Group_3_Coint_5,Group_1_Coint_6,-3.125649591466434
1526,Group_1_Coint_6,Group_3_Coint_6,-3.1080983422162505
1527,Group_3_Coint_6,Group_1_Coint_6,-3.1080983422162505
1528,Group_1_Coint_6,Group_3_Coint_7,-3.1382939429132097
1529,Group_3_Coint_7,Group_1_Coint_6,-3.1382939429132097
1530,Group_1_Coint_6,Group_3_Coint_8,-3.0766898345130658
1531,Group_3_Coint_8,Group_1_Coint_6,-3.0766898345130658
1532,Group_1_Coint_6,Group_3_Coint_9,-3.0730038961382466
1533,Group_3_Coint_9,Group_1_Coint_6,-3.0730038961382466
1534,Group_1_Coint_6,Group_4_Coint_0,-2.280141700166139
1535,Group_4_Coint_0,Group_1_Coint_6,-2.280141700166139
1536,Group_1_Coint_6,Group_4_Coint_1,-2.306272341625953
1537,Group_4_Coint_1,Group_1_Coint_6,-2.306272341625953
1538,Group_1_Coint_6,Group_4_Coint_2,-2.278388594062751
1539,Group_4_Coint_2,Group_1_Coint_6,-2.278388594062751
1540,Group_1_Coint_6,Group_4_Coint_3,-2.298737112177607
1541,Group_4_Coint_3,Group_1_Coint_6,-2.298737112177607
1542,Group_1_Coint_6,Group_4_Coint_4,-2.280234945250315
1543,Group_4_Coint_4,Group_1_Coint_6,-2.280234945250315
1544,Group_1_Coint_6,Group_4_Coint_5,-2.3174177079569422
1545,Group_4_Coint_5,Group_1_Coint_6,-2.3174177079569422
1546,Group_1_Coint_6,Group_4_Coint_6,-2.2761487681928956
1547,Group_4_Coint_6,Group_1_Coint_6,-2.2761487681928956
1548,Group_1_Coint_6,Group_4_Coint_7,-2.318140473073493
1549,Group_4_Coint_7,Group_1_Coint_6,-2.318140473073493
1550,Group_1_Coint_6,Group_4_Coint_8,-2.298173802178694
1551,Group_4_Coint_8,Group_1_Coint_6,-2.298173802178694
1552,Group_1_Coint_6,Group_4_Coint_9,-2.3058073335978055
1553,Group_4_Coint_9,Group_1_Coint_6,-2.3058073335978055
1554,Group_1_Coint_6,Indep_0,-2.381555291467917
1555,Indep_0,Group_1_Coint_6,-2.381555291467917
1556,Group_1_Coint_6,Indep_1,-2.57181392273453
1557,Indep_1,Group_1_Coint_6,-2.57181392273453
1558,Group_1_Coint_6,Indep_2,-2.289623368199083
1559,Indep_2,Group_1_Coint_6,-2.289623368199083
1560,Group_1_Coint_6,Indep_3,-2.489288428025415
1561,Indep_3,Group_1_Coint_6,-2.489288428025415
1562,Group_1_Coint_6,Indep_4,-2.13267679603417
1563,Indep_4,Group_1_Coint_6,-2.13267679603417
1564,Group_1_Coint_7,Group_1_Coint_8,-1.3745437398194693
1565,Group_1_Coint_8,Group_1_Coint_7,-1.3745437398194693
1566,Group_1_Coint_7,Group_1_Coint_9,-2.1801715877503267
1567,Group_1_Coint_9,Group_1_Coint_7,-2.1801715877503267
1568,Group_1_Coint_7,Group_2_Coint_0,-2.1820881779660444
1569,Group_2_Coint_0,Group_1_Coint_7,-2.1820881779660444
1570,Group_1_Coint_7,Group_2_Coint_1,-2.162914360071856
1571,Group_2_Coint_1,Group_1_Coint_7,-2.162914360071856
1572,Group_1_Coint_7,Group_2_Coint_2,-2.1632540347342966
1573,Group_2_Coint_2,Group_1_Coint_7,-2.1632540347342966
1574,Group_1_Coint_7,Group_2_Coint_3,-2.1747097292558277
1575,Group_2_Coint_3,Group_1_Coint_7,-2.1747097292558277
1576,Group_1_Coint_7,Group_2_Coint_4,-2.2476688975076815
1577,Group_2_Coint_4,Group_1_Coint_7,-2.2476688975076815
1578,Group_1_Coint_7,Group_2_Coint_5,-2.1693650197659524
1579,Group_2_Coint_5,Group_1_Coint_7,-2.1693650197659524
1580,Group_1_Coint_7,Group_2_Coint_6,-2.1672368688205466
1581,Group_2_Coint_6,Group_1_Coint_7,-2.1672368688205466
1582,Group_1_Coint_7,Group_2_Coint_7,-2.1756275044695434
1583,Group_2_Coint_7,Group_1_Coint_7,-2.1756275044695434
1584,Group_1_Coint_7,Group_2_Coint_8,-2.165562270862713
1585,Group_2_Coint_8,Group_1_Coint_7,-2.165562270862713
1586,Group_1_Coint_7,Group_2_Coint_9,-2.163601637932486
1587,Group_2_Coint_9,Group_1_Coint_7,-2.163601637932486
1588,Group_1_Coint_7,Group_3_Coint_0,-3.0610945533860514
1589,Group_3_Coint_0,Group_1_Coint_7,-3.0610945533860514
1590,Group_1_Coint_7,Group_3_Coint_1,-3.0503426721941835
1591,Group_3_Coint_1,Group_1_Coint_7,-3.0503426721941835
1592,Group_1_Coint_7,Group_3_Coint_2,-3.140536922491446
1593,Group_3_Coint_2,Group_1_Coint_7,-3.140536922491446
1594,Group_1_Coint_7,Group_3_Coint_3,-3.066526556733483
1595,Group_3_Coint_3,Group_1_Coint_7,-3.066526556733483
1596,Group_1_Coint_7,Group_3_Coint_4,-3.110169228372441
1597,Group_3_Coint_4,Group_1_Coint_7,-3.110169228372441
1598,Group_1_Coint_7,Group_3_Coint_5,-3.1589620049952143
1599,Group_3_Coint_5,Group_1_Coint_7,-3.1589620049952143
1600,Group_1_Coint_7,Group_3_Coint_6,-3.146062145955068
1601,Group_3_Coint_6,Group_1_Coint_7,-3.146062145955068
1602,Group_1_Coint_7,Group_3_Coint_7,-3.222204670771448
1603,Group_3_Coint_7,Group_1_Coint_7,-3.222204670771448
1604,Group_1_Coint_7,Group_3_Coint_8,-3.1401755099355846
1605,Group_3_Coint_8,Group_1_Coint_7,-3.1401755099355846
1606,Group_1_Coint_7,Group_3_Coint_9,-3.0604231775140702
1607,Group_3_Coint_9,Group_1_Coint_7,-3.0604231775140702
1608,Group_1_Coint_7,Group_4_Coint_0,-2.375733026324708
1609,Group_4_Coint_0,Group_1_Coint_7,-2.375733026324708
1610,Group_1_Coint_7,Group_4_Coint_1,-2.4106739706175944
1611,Group_4_Coint_1,Group_1_Coint_7,-2.4106739706175944
1612,Group_1_Coint_7,Group_4_Coint_2,-2.3759686659058543
1613,Group_4_Coint_2,Group_1_Coint_7,-2.3759686659058543
1614,Group_1_Coint_7,Group_4_Coint_3,-2.39954676885444
1615,Group_4_Coint_3,Group_1_Coint_7,-2.39954676885444
1616,Group_1_Coint_7,Group_4_Coint_4,-2.3755470689403007
1617,Group_4_Coint_4,Group_1_Coint_7,-2.3755470689403007
1618,Group_1_Coint_7,Group_4_Coint_5,-2.42248159033073
1619,Group_4_Coint_5,Group_1_Coint_7,-2.42248159033073
1620,Group_1_Coint_7,Group_4_Coint_6,-2.37130418377056
1621,Group_4_Coint_6,Group_1_Coint_7,-2.37130418377056
1622,Group_1_Coint_7,Group_4_Coint_7,-2.422588748591125
1623,Group_4_Coint_7,Group_1_Coint_7,-2.422588748591125
1624,Group_1_Coint_7,Group_4_Coint_8,-2.398441385987088
1625,Group_4_Coint_8,Group_1_Coint_7,-2.398441385987088
1626,Group_1_Coint_7,Group_4_Coint_9,-2.4094869911173573
1627,Group_4_Coint_9,Group_1_Coint_7,-2.4094869911173573
1628,Group_1_Coint_7,Indep_0,-2.5171969435886568
1629,Indep_0,Group_1_Coint_7,-2.5171969435886568
1630,Group_1_Coint_7,Indep_1,-2.7105822603998693
1631,Indep_1,Group_1_Coint_7,-2.7105822603998693
1632,Group_1_Coint_7,Indep_2,-2.3115379973727004
1633,Indep_2,Group_1_Coint_7,-2.3115379973727004
1634,Group_1_Coint_7,Indep_3,-2.5372911261509055
1635,Indep_3,Group_1_Coint_7,-2.5372911261509055
1636,Group_1_Coint_7,Indep_4,-2.09792212062034
1637,Indep_4,Group_1_Coint_7,-2.09792212062034
1638,Group_1_Coint_8,Group_1_Coint_9,-3.97749307800061
1639,Group_1_Coint_9,Group_1_Coint_8,-3.97749307800061
1640,Group_1_Coint_8,Group_2_Coint_0,-2.1270086519762117
1641,Group_2_Coint_0,Group_1_Coint_8,-2.1270086519762117
1642,Group_1_Coint_8,Group_2_Coint_1,-2.118861981847201
1643,Group_2_Coint_1,Group_1_Coint_8,-2.118861981847201
1644,Group_1_Coint_8,Group_2_Coint_2,-2.119924534819012
1645,Group_2_Coint_2,Group_1_Coint_8,-2.119924534819012
1646,Group_1_Coint_8,Group_2_Coint_3,-2.121565082313419
1647,Group_2_Coint_3,Group_1_Coint_8,-2.121565082313419
1648,Group_1_Coint_8,Group_2_Coint_4,-2.177478649781308
1649,Group_2_Coint_4,Group_1_Coint_8,-2.177478649781308
1650,Group_1_Coint_8,Group_2_Coint_5,-2.120305961074636
1651,Group_2_Coint_5,Group_1_Coint_8,-2.120305961074636
1652,Group_1_Coint_8,Group_2_Coint_6,-2.1197708348585476
1653,Group_2_Coint_6,Group_1_Coint_8,-2.1197708348585476
1654,Group_1_Coint_8,Group_2_Coint_7,-2.124138163707157
1655,Group_2_Coint_7,Group_1_Coint_8,-2.124138163707157
1656,Group_1_Coint_8,Group_2_Coint_8,-2.11911667018382
1657,Group_2_Coint_8,Group_1_Coint_8,-2.11911667018382
1658,Group_1_Coint_8,Group_2_Coint_9,-2.1252941828195353
1659,Group_2_Coint_9,Group_1_Coint_8,-2.1252941828195353
1660,Group_1_Coint_8,Group_3_Coint_0,-2.983565580684865
1661,Group_3_Coint_0,Group_1_Coint_8,-2.983565580684865
1662,Group_1_Coint_8,Group_3_Coint_1,-2.979929402114438
1663,Group_3_Coint_1,Group_1_Coint_8,-2.979929402114438
1664,Group_1_Coint_8,Group_3_Coint_2,-3.071246465495666
1665,Group_3_Coint_2,Group_1_Coint_8,-3.071246465495666
1666,Group_1_Coint_8,Group_3_Coint_3,-2.9935839949764276
